node_id,x,y
N776,-13733456.780814,6178414.641426
N777,-13734331.262206,6178384.360444
N778,-13734317.926131,6178253.054625
N779,-13734600.610846,6178262.482674
N780,-13735111.422593,6178586.817277
N781,-13735395.175975,6178905.795525
N782,-13735123.166799,6178910.409246
N783,-13735394.741829,6178763.845124
N784,-13735265.633484,6179052.764747
N785,-13735126.840343,6179051.841987
N786,-13734963.835212,6179172.137161
N787,-13734966.829707,6179324.731599
N788,-13734789.408702,6179431.138265
N789,-13735133.374797,6179629.005847
N790,-13735408.489786,6179613.334661
N791,-13735385.880798,6179640.281065
N792,-13735471.530014,6178773.441507
N793,-13735491.300355,6179123.196786
N794,-13735392.938453,6178493.942879
N795,-13735446.928406,6178379.814111
N796,-13732755.80198,6180006.23039
N797,-13729211.556373,6178097.694622
N798,-13729209.964504,6178422.660452
N799,-13729373.45944,6178418.281861
N800,-13729363.295971,6178101.100064
N801,-13729507.543767,6178104.086118
N802,-13729519.677591,6178338.444278
N803,-13729314.293131,6178799.42897
N804,-13729132.263499,6178561.048557
N805,-13729232.651416,6178848.619142
N806,-13730141.742038,6178112.423588
N807,-13731011.759518,6180995.580302
N808,-13731074.154093,6181116.674859
N809,-13731067.007381,6180423.592875
N810,-13730934.526055,6180379.29339
N811,-13733213.859421,6177469.288018
N812,-13733174.296474,6177707.570808
N813,-13728645.185067,6176987.87813
N814,-13728539.865697,6176881.267129
N815,-13736134.42645,6179686.388808
N816,-13737121.095624,6179653.636848
N817,-13736021.45943,6179155.023936
N818,-13736016.104963,6179312.550788
N819,-13734710.739218,6178743.293465
N820,-13734812.863719,6178760.707847
N821,-13736116.114393,6178946.950007
N822,-13736106.32941,6179170.996278
N823,-13736018.231165,6178893.598536
N824,-13736009.102967,6178995.939703
N825,-13735822.063958,6178994.798844
N826,-13735825.770897,6178838.217377
N827,-13735820.583409,6179129.203166
N828,-13728830.376172,6179301.276003
N829,-13728938.845884,6179301.661896
N830,-13733658.703238,6176509.028061
N831,-13733749.851637,6176254.308695
N832,-13734571.812493,6181250.391026
N833,-13730487.322265,6178025.576736
N834,-13730424.671656,6178001.403373
N835,-13729671.372661,6178108.53165
N836,-13729671.216814,6177934.369202
N837,-13729282.18859,6178469.248123
N838,-13729058.113587,6178421.955851
N839,-13733292.640225,6178138.090299
N840,-13733334.095603,6177846.484108
N841,-13729720.230786,6178165.602415
N842,-13735403.31343,6179662.848324
N843,-13735559.817502,6179888.775891
N844,-13732920.254264,6178073.823014
N845,-13732967.431464,6177788.291557
N846,-13732649.747901,6177736.893219
N847,-13732989.027446,6177667.143621
N848,-13732940.73705,6177926.048681
N849,-13733128.555295,6180044.40345
N850,-13732916.525061,6179645.012634
N851,-13732791.891759,6179633.921974
N852,-13732964.103012,6179596.069544
N853,-13732887.403882,6179271.327429
N854,-13734755.901535,6179281.561944
N855,-13734797.713136,6179240.640736
N856,-13734713.922955,6179372.884561
N857,-13732558.254412,6178308.264223
N858,-13732610.541177,6178316.585117
N859,-13732652.319382,6178597.873022
N860,-13732546.810768,6178860.715405
N861,-13732556.807259,6179056.019573
N862,-13732870.138229,6178592.470972
N863,-13732866.119596,6178453.008675
N864,-13732937.007847,6178591.095295
N865,-13733112.19133,6178588.310389
N866,-13732896.24265,6178221.935426
N867,-13732579.405115,6178170.215735
N868,-13730587.843765,6178155.318912
N869,-13733079.107177,6178409.20594
N870,-13732871.663306,6178359.078841
N871,-13733015.031679,6176826.268048
N872,-13733004.534251,6176789.736375
N873,-13732340.357641,6177685.075823
N874,-13731709.198392,6177583.337499
N875,-13732401.883923,6177026.490562
N876,-13732293.091385,6177971.778096
N877,-13732420.897292,6177992.545975
N878,-13733505.81705,6178271.776527
N879,-13733514.032428,6178216.936233
N880,-13733452.595201,6177802.315439
N881,-13731683.539249,6180387.784107
N882,-13730697.805158,6180557.700899
N883,-13731811.467608,6176954.566243
N884,-13731897.239276,6177905.935197
N885,-13731661.831948,6177863.158553
N886,-13733225.625891,6177971.258061
N887,-13733203.729347,6178120.693965
N888,-13732724.543467,6181382.061881
N889,-13732498.319998,6181424.554108
N890,-13731239.162974,6181661.638443
N891,-13734223.248904,6180690.888095
N892,-13734195.396767,6180725.271773
N893,-13733699.746734,6180386.089319
N894,-13733578.35283,6180315.462266
N895,-13729059.193386,6178097.661071
N896,-13729682.849701,6178108.68263
N897,-13734001.556138,6178379.797335
N898,-13734014.458067,6178477.13299
N899,-13728187.328002,6179055.549804
N900,-13728978.086005,6178662.446237
N901,-13728554.426287,6178946.127922
N902,-13728544.10697,6178419.942706
N903,-13731121.498272,6181927.629843
N904,-13729057.712836,6178555.009024
N905,-13733365.543359,6180693.47232
N906,-13733179.739997,6178271.642319
N907,-13733041.48119,6178247.09919
N908,-13730630.056116,6177688.112055
N909,-13734219.397249,6179634.609897
N910,-13731130.593075,6176222.106617
N911,-13732130.186442,6177007.586887
N912,-13732286.156181,6176480.632353
N913,-13732072.667661,6175802.769515
N914,-13733700.303332,6179656.875126
N915,-13733576.605114,6179697.630545
N916,-13733296.881497,6179675.935684
N917,-13731998.23945,6177842.072263
N918,-13731983.934895,6177921.687121
N919,-13731771.470515,6180036.752045
N920,-13731628.892511,6180069.522257
N921,-13734890.108313,6179745.735277
N922,-13734967.141401,6179771.03777
N923,-13735137.159659,6179779.54466
N924,-13735398.960838,6179780.1487
N925,-13734970.948528,6179862.432747
N926,-13735033.421026,6180007.069357
N927,-13733084.550701,6177948.846257
N928,-13733043.262301,6177386.607711
N929,-13733430.019608,6182155.732179
N930,-13733128.622087,6181350.478144
N931,-13728764.040888,6177253.119874
N932,-13733216.486561,6175726.847269
N933,-13733211.610767,6175723.392462
N934,-13732534.799395,6180757.692234
N935,-13732079.536074,6180843.895686
N936,-13729087.067786,6179198.092284
N937,-13729437.245508,6179228.96338
N938,-13731192.319732,6181391.3927
N939,-13731395.388747,6181356.28471
N940,-13731730.939088,6182448.660717
N941,-13731858.533489,6181993.419899
N942,-13731511.528372,6179529.039611
N943,-13731829.590421,6179552.143485
N944,-13732473.273113,6177706.698518
N945,-13729421.927946,6178394.359027
N946,-13732116.805839,6181082.759484
N947,-13731708.363496,6180517.025269
N948,-13731390.880308,6180576.595667
N949,-13731393.373864,6180841.91553
N950,-13731352.586403,6180610.307663
N951,-13728627.752435,6176035.756251
N952,-13733355.480077,6177734.645388
N953,-13729674.255836,6175189.574557
N954,-13729598.836881,6175194.840292
N955,-13729621.312286,6175313.286661
N956,-13729604.926057,6175478.624645
N957,-13729733.221771,6175347.83313
N958,-13728392.30058,6176299.744021
N959,-13728375.836428,6176505.6568
N960,-13728379.075825,6176441.552769
N961,-13728437.785724,6176479.257017
N962,-13731755.240133,6180771.603536
N963,-13734808.889613,6177217.139909
N964,-13730700.510222,6179447.346019
N965,-13729728.668803,6179717.29523
N966,-13730391.999385,6179730.080655
N967,-13729401.189125,6181213.101995
N968,-13729428.095046,6180038.614558
N969,-13731495.29799,6179767.447094
N970,-13730912.039518,6179739.929808
N971,-13731463.894762,6179765.265842
N972,-13730695.24481,6179735.01362
N973,-13730685.459827,6180310.377946
N974,-13728776.375087,6176155.455411
N975,-13728743.49131,6175875.036315
N976,-13732903.979355,6177003.745772
N977,-13732978.741525,6177025.014497
N978,-13733352.552375,6176723.952921
N979,-13733174.986655,6176742.486964
N980,-13733355.691584,6176900.438896
N981,-13727740.825524,6177054.888087
N982,-13728297.823728,6177066.445052
N983,-13729196.717485,6176610.787112
N984,-13728998.223701,6176782.037571
N985,-13735581.814233,6181291.389011
N986,-13733921.49516,6176238.308272
N987,-13734318.260089,6180744.653555
N988,-13732567.026388,6178368.473456
N989,-13735405.695667,6179698.805055
N990,-13734057.249279,6177367.401302
N991,-13733949.057866,6177286.869052
N992,-13730790.734669,6180398.556926
N993,-13730846.02706,6180436.731743
N994,-13730668.093986,6180412.048138
N995,-13730774.34844,6180424.868166
N996,-13729695.306352,6180375.048035
N997,-13728639.229475,6177490.54113
N998,-13728543.750747,6176285.672293
N999,-13728552.422536,6176130.851285
N1000,-13728259.685671,6176182.994673
N1001,-13728322.993065,6176198.072541
N1002,-13728525.806046,6176009.475324
N1003,-13728461.073762,6176087.580397
N1004,-13728612.156575,6176276.296746
N1005,-13729462.080887,6175144.346382
N1006,-13729462.236734,6175096.066368
N1007,-13734228.859406,6177373.943218
N1008,-13732707.010648,6175628.201348
N1009,-13732515.118109,6175414.595416
N1010,-13731344.627059,6174879.706838
N1011,-13731191.484836,6174853.177936
N1012,-13729079.66504,6176674.305367
N1013,-13728982.527652,6176613.873279
N1014,-13728471.537794,6176748.877444
N1015,-13728471.00346,6176567.580879
N1016,-13728953.940807,6177356.531669
N1017,-13729046.324853,6177194.109456
N1018,-13728380.612034,6177286.147771
N1019,-13728339.156655,6177285.862613
N1020,-13729818.214202,6178097.677847
N1021,-13729809.030344,6177903.603445
N1022,-13729951.753063,6178187.863807
N1023,-13729794.258247,6178238.744812
N1024,-13729435.219494,6178731.61679
N1025,-13729255.215877,6178499.747499
N1026,-13728920.199869,6179441.893096
N1027,-13729319.903633,6179452.463381
N1028,-13729339.328884,6179578.653455
N1029,-13728903.479682,6179564.257525
N1030,-13729431.54595,6179704.442708
N1031,-13729433.805736,6179580.398418
N1032,-13730619.725667,6180391.458946
N1033,-13730495.270477,6180474.688588
N1034,-13730639.150919,6180476.182031
N1035,-13730549.249298,6180530.785155
N1036,-13730739.293932,6181352.961877
N1037,-13730760.700671,6181398.558641
N1038,-13731146.912512,6181783.162035
N1039,-13731363.161755,6181221.308253
N1040,-13731460.254615,6181098.936816
N1041,-13732233.936208,6181269.388021
N1042,-13732222.236529,6181206.020118
N1043,-13732529.133233,6180641.418801
N1044,-13731555.299196,6181472.601459
N1045,-13731657.445961,6181947.38359
N1046,-13732315.021325,6181254.401872
N1047,-13732242.452149,6181316.192636
N1048,-13731171.658835,6181260.762172
N1049,-13732830.330379,6181750.754455
N1050,-13732842.297225,6181802.495875
N1051,-13733096.639997,6181124.192982
N1052,-13735326.636565,6181291.254756
N1053,-13735303.19268,6181247.856978
N1054,-13735303.459847,6181325.624074
N1055,-13735470.372291,6180976.61748
N1056,-13735589.929424,6180810.837222
N1057,-13735599.21347,6180715.589288
N1058,-13735509.022418,6181394.984061
N1059,-13735441.518279,6181348.044758
N1060,-13735511.471447,6180983.296416
N1061,-13735462.513135,6181174.302779
N1062,-13735585.16495,6179117.173632
N1063,-13735582.894032,6179191.767078
N1064,-13736255.263757,6178855.027978
N1065,-13736114.021587,6178804.294288
N1066,-13732545.608518,6180812.615999
N1067,-13732568.506937,6180944.330435
N1068,-13731758.123308,6180373.638511
N1069,-13731697.788144,6180051.601818
N1070,-13731528.348747,6179609.660158
N1071,-13730804.226591,6180070.109537
N1072,-13730124.487517,6180053.195863
N1073,-13731342.178031,6178994.228414
N1074,-13731373.915218,6178836.17058
N1075,-13731198.13061,6179302.333014
N1076,-13730010.251455,6175950.57414
N1077,-13731214.249672,6174748.270517
N1078,-13731363.028171,6174770.87514
N1079,-13734976.136016,6176996.700938
N1080,-13733755.284028,6176686.599819
N1081,-13728531.661451,6176287.265634
N1082,-13728518.926501,6176405.811039
N1083,-13730755.435259,6178919.183712
N1084,-13732982.081109,6180671.674241
N1085,-13732924.128182,6180349.542389
N1086,-13731851.34225,6181139.346717
N1087,-13731866.559624,6181234.163061
N1088,-13733161.205302,6178587.790316
N1089,-13733157.487231,6178441.063977
N1090,-13733389.688557,6178439.62122
N1091,-13733157.565155,6178451.784007
N1092,-13733160.526253,6178399.526085
N1093,-13733108.450995,6178428.532128
N1094,-13733443.300024,6178581.683659
N1095,-13733481.137518,6178174.007048
N1096,-13733515.568637,6178165.166246
N1097,-13733575.525315,6177146.706841
N1098,-13733402.61275,6177127.735805
N1099,-13733299.564297,6177479.218431
N1100,-13732087.350702,6177278.364649
N1101,-13731387.629779,6177164.01732
N1102,-13732715.482061,6177341.636267
N1103,-13732786.893514,6177357.605212
N1104,-13732703.737855,6177417.606442
N1105,-13732974.611571,6176842.252801
N1106,-13732887.415014,6176974.91231
N1107,-13736032.02365,6180270.978765
N1108,-13736053.530576,6180282.271612
N1109,-13735863.975747,6180185.838227
N1110,-13734093.016232,6178393.906071
N1111,-13732195.34174,6179070.615975
N1112,-13732259.584218,6178269.9144
N1113,-13732537.715966,6181626.898555
N1114,-13732321.667098,6180482.608871
N1115,-13732310.234587,6180426.495841
N1116,-13732135.529778,6174981.899223
N1117,-13729374.995649,6179103.231475
N1118,-13728969.013466,6179075.766666
N1119,-13729572.632273,6180044.000745
N1120,-13730483.548534,6177760.310961
N1121,-13729193.88997,6175538.612655
N1122,-13729207.860566,6175527.175154
N1123,-13728158.963796,6177874.448211
N1124,-13728886.971001,6179685.633767
N1125,-13729292.875261,6176921.288032
N1126,-13733199.510339,6178147.350465
N1127,-13733165.958644,6178360.521585
N1128,-13733358.196273,6177122.435328
N1129,-13733441.763815,6178508.152462
N1130,-13733447.641484,6177744.391587
N1131,-13733407.911557,6177574.061172
N1132,-13733227.10644,6178125.27371
N1133,-13733325.011933,6178143.45851
N1134,-13734294.293003,6181346.819674
N1135,-13733962.716768,6181108.233761
N1136,-13736156.066959,6180334.792777
N1137,-13736943.652356,6180599.098284
N1138,-13728822.227586,6180165.165682
N1139,-13729317.577056,6180202.047417
N1140,-13728843.088858,6180005.844465
N1141,-13728937.654766,6179319.379422
N1142,-13731288.009966,6182085.291861
N1143,-13728668.929515,6178901.618012
N1144,-13728669.808939,6178421.888746
N1145,-13729553.429661,6181229.380265
N1146,-13729462.481637,6181283.283376
N1147,-13729769.211362,6181099.742327
N1148,-13729399.118583,6181484.617535
N1149,-13729400.409889,6181422.137483
N1150,-13735832.63931,6180524.140134
N1151,-13735843.181266,6180500.916162
N1152,-13732626.793822,6177875.102442
N1153,-13732602.381458,6178022.322303
N1154,-13732451.788451,6178150.101675
N1155,-13732174.803294,6176731.215577
N1156,-13732044.370247,6177535.764975
N1157,-13733073.585731,6177145.566229
N1158,-13732441.168572,6177021.123055
N1159,-13733098.020359,6176112.40243
N1160,-13731384.011895,6174676.147416
N1161,-13731222.498446,6174641.268292
N1162,-13731753.214118,6174897.566102
N1163,-13733077.548705,6176168.939911
N1164,-13733391.681176,6175228.061457
N1165,-13733401.599742,6175130.025016
N1166,-13733244.973219,6175746.033211
N1167,-13730787.294897,6175049.430045
N1168,-13729821.898877,6175707.040847
N1169,-13733728.366976,6176764.493047
N1170,-13733576.794357,6175598.684939
N1171,-13734112.753177,6175977.559285
N1172,-13733728.188864,6176684.704493
N1173,-13733454.209334,6176713.134426
N1174,-13733376.820024,6176289.848525
N1175,-13729710.412407,6178172.799196
N1176,-13734893.214127,6179128.532061
N1177,-13728533.308979,6179312.634678
N1178,-13734856.411904,6179172.321716
N1179,-13734503.328743,6178913.143926
N1180,-13730751.583604,6175727.283312
N1181,-13730727.51633,6175816.974614
N1182,-13730668.91775,6175873.929416
N1183,-13734740.339071,6178167.816808
N1184,-13734659.298481,6178293.769781
N1185,-13729206.747371,6175872.570949
N1186,-13729206.836426,6176204.043317
N1187,-13734534.15311,6178440.42648
N1188,-13734643.279607,6178574.671074
N1189,-13733912.433754,6181381.373818
N1190,-13733671.582903,6181477.015183
N1191,-13736251.423234,6180063.464876
N1192,-13736093.371821,6180066.535514
N1193,-13736066.777595,6180577.753518
N1194,-13736029.140475,6180681.843315
N1195,-13735879.304441,6179885.520747
N1196,-13735617.837221,6179970.456934
N1197,-13735983.967026,6180400.8558
N1198,-13735935.287013,6180531.439589
N1199,-13735856.539605,6180044.302774
N1200,-13736076.428995,6180159.561284
N1201,-13735767.517408,6180288.715086
N1202,-13735708.006008,6180350.247149
N1203,-13736142.485981,6179705.667556
N1204,-13736070.729437,6180190.972812
N1205,-13735657.088473,6180296.198918
N1206,-13735561.164468,6180203.03742
N1207,-13735626.264106,6180278.546481
N1208,-13735682.012907,6180057.441058
N1209,-13735558.158842,6180188.321621
N1210,-13735765.41347,6180133.620013
N1211,-13732055.52446,6182172.448623
N1212,-13732611.776823,6176653.23879
N1213,-13732735.263534,6176733.748283
N1214,-13734963.256351,6179094.607817
N1215,-13733358.29646,6176211.38939
N1216,-13736047.007253,6178772.401339
N1217,-13736033.103449,6178901.09792
N1218,-13735267.826478,6179403.873737
N1219,-13735130.602941,6179405.719333
N1220,-13733080.409616,6177053.781035
N1221,-13733179.1834,6177081.205784
N1222,-13736141.74014,6179800.853869
N1223,-13735898.941199,6179879.144694
N1224,-13732719.088812,6175927.31231
N1225,-13732487.110125,6175679.704372
N1226,-13734257.590967,6175775.21471
N1227,-13734295.228087,6175803.138479
N1228,-13732874.869308,6177351.398791
N1229,-13732634.43034,6175088.922491
N1230,-13734791.178682,6179761.406706
N1231,-13734802.13252,6179824.814208
N1232,-13734810.837704,6179871.510217
N1233,-13734659.031314,6179462.211543
N1234,-13734767.100276,6179713.738133
N1235,-13733183.702971,6175699.242396
N1236,-13733154.949147,6175725.589451
N1237,-13731614.999839,6176781.182149
N1238,-13734948.851609,6178305.915585
N1239,-13734801.453471,6178460.272805
N1240,-13735125.838467,6176325.371731
N1241,-13735022.389264,6176222.240792
N1242,-13734834.782527,6176039.060241
N1243,-13735258.330925,6177111.649875
N1244,-13734412.146948,6175833.762489
N1245,-13734506.657195,6175957.970309
N1246,-13734446.455615,6175821.418953
N1247,-13732865.039797,6177344.991085
N1248,-13732716.328089,6177206.840777
N1249,-13735654.483597,6179520.616863
N1250,-13735656.55414,6179709.023305
N1251,-13735652.602298,6179436.087834
N1252,-13733351.706347,6177167.07014
N1253,-13733344.882462,6177210.212316
N1254,-13733525.142113,6178707.542086
N1255,-13733447.173942,6178710.243146
N1256,-13735576.88278,6179521.489338
N1257,-13735575.56921,6179643.066314
N1258,-13733434.461256,6176147.103082
N1259,-13733577.918684,6176189.787258
N1260,-13733312.1434,6176028.980561
N1261,-13733440.060626,6176133.769562
N1262,-13735269.307027,6179478.067013
N1263,-13735262.060128,6178756.966604
N1264,-13735263.84124,6178904.906335
N1265,-13735272.668876,6179628.485711
N1266,-13735267.971193,6179326.107394
N1267,-13735272.92491,6179782.162166
N1268,-13735267.125165,6179175.056479
N1269,-13735259.399592,6178434.638676
N1270,-13735258.909786,6178596.094707
N1271,-13732353.983146,6177603.98701
N1272,-13734331.206546,6175672.375528
N1273,-13735340.941119,6178424.70715
N1274,-13734200.372748,6177557.940851
N1275,-13734454.014208,6177283.262647
N1276,-13731077.426886,6176518.202595
N1277,-13730258.582975,6177622.120374
N1278,-13730378.084449,6177811.60879
N1279,-13735850.506088,6179642.797857
N1280,-13735475.626571,6179767.598103
N1281,-13734696.935601,6179776.759366
N1282,-13735944.081252,6180003.864505
N1283,-13735391.268661,6178357.870963
N1284,-13735392.148085,6178425.881485
N1285,-13734615.160303,6178669.0227
N1286,-13734451.331409,6178649.159113
N1287,-13733474.502877,6175730.503328
N1288,-13729733.244034,6175286.421009
N1289,-13733450.435603,6179143.212476
N1290,-13733456.569307,6179244.93586
N1291,-13733444.736045,6178631.426203
N1292,-13733585.566333,6178605.640571
N1293,-13734947.627094,6179860.201135
N1294,-13734539.785876,6179067.445031
N1295,-13734641.999432,6179288.893891
N1296,-13734421.019111,6178820.869945
N1297,-13734464.556164,6178907.42291
N1298,-13732812.062851,6177905.81777
N1299,-13736012.130857,6179606.740691
N1300,-13736002.713228,6179658.821448
N1301,-13735470.272104,6178785.957086
N1302,-13735593.825606,6179117.274298
N1303,-13733109.987204,6181301.357441
N1304,-13733084.216742,6181305.636822
N1305,-13733495.430941,6181234.750422
N1306,-13733458.239099,6181242.000141
N1307,-13731726.675552,6179544.828091
N1308,-13734457.487376,6179097.845882
N1309,-13731828.911372,6181142.736593
N1310,-13731666.206804,6181167.304843
N1311,-13732068.816007,6179979.48418
N1312,-13731228.68781,6180728.963537
N1313,-13730622.19696,6180586.14375
N1314,-13731015.978527,6180986.048542
N1315,-13733571.963091,6178330.358227
N1316,-13733510.715107,6178242.099983
N1317,-13732952.525784,6176875.631342
N1318,-13732873.722717,6176825.932586
N1319,-13731053.426404,6176667.076305
N1320,-13730797.692137,6176635.157804
N1321,-13734230.907685,6176625.83219
N1322,-13734147.651838,6176736.012624
N1323,-13732840.827807,6175718.914632
N1324,-13734172.464952,6180756.937098
N1325,-13728149.434847,6177860.222909
N1326,-13728297.512034,6177857.605993
N1327,-13734543.69319,6178432.071913
N1328,-13734227.389989,6178413.29933
N1329,-13734274.834356,6178423.146962
N1330,-13731624.139169,6178216.298753
N1331,-13731683.394534,6178219.704242
N1332,-13731638.443723,6178012.559011
N1333,-13730482.201568,6178036.245917
N1334,-13731151.832833,6180826.443486
N1335,-13731371.466189,6180547.599095
N1336,-13730603.784716,6181725.345388
N1337,-13733260.357572,6175713.615031
N1338,-13732117.685263,6174984.833876
N1339,-13733230.290178,6178868.734851
N1340,-13732217.67243,6178823.738812
N1341,-13732568.328826,6178869.506597
N1342,-13733919.057263,6177271.655067
N1343,-13733811.188677,6177230.743505
N1344,-13729932.26102,6181001.403407
N1345,-13729392.339226,6181737.831737
N1346,-13729394.621275,6181692.954811
N1347,-13729441.130559,6179353.975683
N1348,-13728348.774659,6175954.716665
N1349,-13728122.194968,6177720.135147
N1350,-13733568.64577,6178437.188665
N1351,-13733313.924511,6177117.285817
N1352,-13732586.718806,6178449.200462
N1353,-13732588.633501,6178459.618529
N1354,-13732711.30758,6177256.239823
N1355,-13732591.505544,6178475.186937
N1356,-13732591.282905,6178514.124856
N1357,-13732866.219783,6180694.613406
N1358,-13733334.262582,6180605.726582
N1359,-13732475.644218,6181304.092888
N1360,-13731245.975727,6181695.723949
N1361,-13731376.675941,6182092.995456
N1362,-13733103.641993,6181359.674672
N1363,-13733412.008115,6182176.946627
N1364,-13732691.937988,6179567.680331
N1365,-13733098.832991,6179960.875983
N1366,-13733075.544954,6179898.860136
N1367,-13732800.073742,6180175.43483
N1368,-13732752.751826,6180184.982463
N1369,-13733062.297934,6180102.628184
N1370,-13729924.412996,6178033.159235
N1371,-13730300.717403,6178131.363265
N1372,-13729942.235246,6180995.446052
N1373,-13733169.042194,6178870.244789
N1374,-13733188.545369,6179664.912099
N1375,-13733104.354438,6179658.771112
N1376,-13731944.516663,6178242.703914
N1377,-13732141.863857,6178260.352136
N1378,-13732582.210366,6181875.031731
N1379,-13730377.783886,6179421.373359
N1380,-13730624.890892,6175164.939678
N1381,-13729818.648348,6175372.68655
N1382,-13733845.809038,6178381.693038
N1383,-13735864.576872,6180029.939616
N1384,-13735797.796309,6180151.070794
N1385,-13735851.452304,6179518.318226
N1386,-13735766.10365,6179385.216461
N1387,-13735912.978587,6179392.632388
N1388,-13735916.396095,6179518.418896
N1389,-13735966.467602,6179758.168389
N1390,-13736111.249732,6179711.22132
N1391,-13736113.620837,6179955.271718
N1392,-13735759.146182,6179198.796949
N1393,-13735763.320663,6179294.79972
N1394,-13735128.287496,6179174.133706
N1395,-13735137.972292,6179945.724342
N1396,-13735399.094421,6179326.744958
N1397,-13735501.241186,6179118.700392
N1398,-13735402.144575,6179481.187775
N1399,-13734968.833457,6179474.593908
N1400,-13735396.144455,6179166.332083
N1401,-13735398.760463,6179241.546739
N1402,-13735399.005366,6179296.175511
N1403,-13735740.589223,6178624.245811
N1404,-13735757.298279,6178684.927025
N1405,-13735530.16199,6178382.213098
N1406,-13735579.50992,6178788.104533
N1407,-13735580.200101,6178617.887479
N1408,-13729470.374189,6175146.392294
N1409,-13730423.168842,6177789.01288
N1410,-13730456.820725,6178066.408235
N1411,-13728292.469261,6177786.161136
N1412,-13732492.965531,6175627.647914
N1413,-13732171.396918,6175617.937676
N1414,-13732143.010447,6175783.549903
N1415,-13730116.628361,6179132.810351
N1416,-13730124.454121,6178899.822857
N1417,-13730115.604221,6180044.856494
N1418,-13730125.400337,6179403.638843
N1419,-13729654.941905,6179127.525405
N1420,-13730106.74319,6179143.027922
N1421,-13729674.033197,6179128.313953
N1422,-13729657.31301,6180044.873274
N1423,-13729755.318689,6180045.745803
N1424,-13730106.442627,6180054.135511
N1425,-13729661.665602,6180997.208086
N1426,-13729572.89944,6180994.64055
N1427,-13729553.607772,6180994.221019
N1428,-13735879.348968,6181511.653766
N1429,-13729566.253666,6180373.034429
N1430,-13729309.773559,6180367.194973
N1431,-13729577.252032,6180361.523321
N1432,-13729582.517444,6180054.353643
N1433,-13729582.751215,6180033.664638
N1434,-13729595.775595,6179364.847863
N1435,-13729569.092313,6180707.383517
N1436,-13729576.172233,6180383.236706
N1437,-13729664.459721,6179117.341408
N1438,-13729675.046205,6180706.561262
N1439,-13729684.909111,6180374.695654
N1440,-13730118.96607,6180062.223197
N1441,-13729668.56741,6180987.709886
N1442,-13730874.146364,6175759.332583
N1443,-13733005.246695,6177564.281619
N1444,-13735396.623129,6179030.551428
N1445,-13732873.667057,6178734.854717
N1446,-13733164.645074,6178728.34531
N1447,-13732198.814908,6177417.388377
N1448,-13732068.771479,6177395.380608
N1449,-13733576.427003,6178414.104588
N1450,-13733528.637545,6178379.713455
N1451,-13733485.478979,6178340.759373
N1452,-13733443.099648,6178166.978023
N1453,-13733464.328275,6177943.595596
N1454,-13732449.528665,6179605.381629
N1455,-13732399.668665,6179601.304444
N1456,-13731989.478606,6179566.807851
N1457,-13733256.97346,6181278.131352
N1458,-13733204.408396,6181287.31102
N1459,-13732151.916007,6179580.465532
N1460,-13736192.947106,6178990.302518
N1461,-13732306.705759,6180407.920228
N1462,-13729031.17427,6178686.839572
N1463,-13732874.012148,6176997.271234
N1464,-13732731.333956,6178880.311051
N1465,-13732877.429656,6178876.972406
N1466,-13732250.789978,6178445.945867
N1467,-13732386.421646,6177409.722555
N1468,-13731958.387072,6178067.179908
N1469,-13728579.272797,6177011.729925
N1470,-13729115.921798,6175605.242269
N1471,-13729123.057378,6175872.537407
N1472,-13732497.718873,6177853.496094
N1473,-13733855.58289,6179867.533579
N1474,-13731856.218043,6176679.286883
N1475,-13730540.822412,6175729.866033
N1476,-13733988.164403,6179542.093208
N1477,-13734143.499621,6180644.909163
N1478,-13732998.856957,6176760.601723
N1479,-13733005.469334,6176699.179427
N1480,-13733025.918725,6176850.790315
N1481,-13733344.748878,6175432.137163
N1482,-13733381.005637,6175281.222297
N1483,-13733011.079837,6176662.480571
N1484,-13733345.439059,6175327.658646
N1485,-13731535.885077,6181466.408823
N1486,-13733204.83141,6180102.561066
N1487,-13729397.348603,6181595.884514
N1488,-13735501.564012,6178777.082096
N1489,-13735512.22842,6178778.709456
N1490,-13736128.459725,6179174.737703
N1491,-13733106.669883,6181780.107561
N1492,-13733026.030044,6181337.942017
N1493,-13731569.080549,6178148.877051
N1494,-13732021.694466,6178220.140413
N1495,-13731997.682852,6178215.62772
N1496,-13732124.887634,6178236.916244
N1497,-13732034.885826,6178222.572907
N1498,-13732064.296436,6177415.006435
N1499,-13731742.983857,6177361.379389
N1500,-13728331.24184,6177067.602427
N1501,-13731572.208626,6178213.312659
N1502,-13731349.936999,6178113.346247
N1503,-13731881.44304,6178238.006674
N1504,-13731883.21302,6178197.543421
N1505,-13731699.903214,6178169.007884
N1506,-13731942.501781,6178186.437868
N1507,-13731896.716074,6178199.707496
N1508,-13728485.241223,6177000.961385
N1509,-13731350.783027,6182088.648547
N1510,-13732741.374974,6179629.140075
N1511,-13732689.199529,6179625.029323
N1512,-13732623.621217,6179625.851473
N1513,-13732665.488477,6179623.083008
N1514,-13732684.713354,6179679.643773
N1515,-13732741.163467,6180126.304119
N1516,-13732696.724727,6179894.329775
N1517,-13732661.236073,6179678.116913
N1518,-13732719.567486,6180136.824913
N1519,-13732668.560895,6179571.052804
N1520,-13732729.152094,6180189.345182
N1521,-13732664.041324,6180201.292329
N1522,-13732739.571599,6180241.513398
N1523,-13732763.627741,6180244.181385
