node_id,x,y,longitude,latitude,nearest_DAUID,nearest_Population_Density_Demand,nearest_Commute_PT_Demand,nearest_Bus_Stop_Proximity,nearest_Route_Coverage_Percent,nearest_Bus_Stop_Density,nearest_Income_Demand,nearest_Overall_Demand,nearest_Employment_Demand,nearest_Commute_Duration_Demand,nearest_Overall_Accessibility,nearest_demand_dist,nearest_school_dist,schools_within_0.5km,schools_within_1.0km,schools_within_2.0km,nearest_healthcare_dist,healthcare_within_0.5km,healthcare_within_1.0km,healthcare_within_2.0km,nearest_pop_dist,population_within_0.5km,population_within_1.0km,population_within_2.0km,route_connections,bus_stop_density_per_km2,ridership_proxy
N1425,-13729661.665602,6180997.208086,-123.33564920000163,48.44373870000003,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.17644292135701709,0.6059394661629307,0,1,4,0.05174253808726499,6,7,22,0.23183034730467506,2311,9680,32363,1,51.884511447957884,48.61614648108841
N1426,-13729572.89944,6180994.64055,-123.33485180000123,48.44372339999728,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.14144547495453685,0.5473667588732916,0,1,4,0.10812752204972667,6,7,23,0.2837918299484018,2311,8902,30025,1,49.33803235848755,51.37983876500086
N1427,-13729553.607772,6180994.221019,-123.33467849999903,48.44372090000252,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.13613639544094502,0.5346401896408042,0,1,4,0.12069309503131538,6,7,23,0.2954696324414946,2311,8902,29578,1,48.38310269993618,51.81396191660201
N1428,-13735879.348968,6181511.653766,-123.39150359999655,48.44680419999763,2021S051259170389,2,3,5,2,4,5,18,2,1,11,0.35763189471365425,1.0878041994539205,0,0,3,0.5756948027341489,0,1,9,0.3046266387782365,1886,9156,20915,1,28.01126998417358,30.495335119806644
N1429,-13729566.253666,6180373.034429,-123.33479209999766,48.440019100001294,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.2898086556054652,0.7128262967273734,0,1,5,0.4482962779808378,3,8,26,0.21032615618828074,3305,12168,38029,1,64.29859700912571,40.693595950629806
N1430,-13729309.773559,6180367.194973,-123.33248809999576,48.439984300001335,2021S051259170224,3,2,4,4,2,3,20,4,4,10,0.23884171933597426,0.597166474714256,0,1,4,0.5219943588532503,0,8,26,0.09321876188819443,3255,9931,34494,1,56.65915974071474,44.468661380484676
N1431,-13729577.252032,6180361.523321,-123.33489090000045,48.43995049999964,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.2975630383668347,0.7233393791050549,0,1,5,0.45150596590930114,3,9,26,0.2136125227405984,3644,12830,38029,1,65.2535266676771,36.828329903492126
N1432,-13729582.517444,6180054.353643,-123.33493820000122,48.43811989999782,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.1030423837688764,0.8722187948570616,0,1,4,0.3957994071812876,1,9,27,0.22942851901891592,3642,12096,39657,3,70.02817496043394,50.64534427231941
N1433,-13729582.751215,6180033.664638,-123.33494030000183,48.43799659999897,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.09140514233552641,0.8829804438197069,0,1,4,0.38870406711144356,1,8,27,0.23675949496242168,3154,12096,39599,1,71.6197243913529,51.62808963162332
N1434,-13729595.775595,6179364.847863,-123.33505729999804,48.4340104999989,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.20025400824279455,1.219383027661875,0,0,5,0.4137033411058184,1,14,30,0.6086431827782733,3379,16136,44653,1,78.94085177358009,33.04860637304509
N1435,-13729569.092313,6180707.383517,-123.33481759999752,48.44201159999981,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.08584708859389194,0.5943809998856344,0,1,5,0.24064639646233252,5,7,26,0.2733931967555827,2549,9395,34196,4,55.70423008216337,56.13666958574156
N1436,-13729576.172233,6180383.236706,-123.33488120000099,48.44007989999795,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.2845774560201209,0.7134763469019446,0,1,5,0.43919017966844326,3,8,26,0.21928741293631224,3644,12830,38029,3,63.66197723675813,41.028403365398994
N1437,-13729664.459721,6179117.341408,-123.33567429999967,48.4325352999993,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.04115628188227194,1.173893542247938,0,0,6,0.5022893444115378,0,14,35,0.5567990609961664,2938,15858,47860,1,83.39719018015316,44.44363903862414
N1438,-13729675.046205,6180706.561262,-123.33576940000347,48.44200669999832,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.14368247846779478,0.6594310719836574,0,1,4,0.21893071070698866,5,7,26,0.20694947044594234,2994,10057,35268,4,59.84225860255265,51.19812602026872
N1439,-13729684.909111,6180374.695654,-123.33585799999554,48.440028999999605,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.30143404138469576,0.7736351842626501,0,1,6,0.41457692583204925,4,8,26,0.28320895755243325,4620,11719,39508,3,69.07324530188258,36.59528369871799
N1440,-13730118.96607,6180062.223197,-123.33975720000001,48.43816679999973,2021S051259170138,2,2,4,1,1,2,16,3,4,6,0.18724936193465858,1.02508542364782,0,0,4,0.21212784666641385,1,7,31,0.5141903360811488,2397,14517,47214,2,87.21690881435865,30.587709273536092
N1441,-13729668.56741,6180987.709886,-123.33571119999776,48.44368209999706,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.17512241620352867,0.6110705197816678,0,1,4,0.05104567260721959,6,7,22,0.22474206449893103,1711,9680,32363,2,51.884511447957884,48.7174362287823
N1442,-13730874.146364,6175759.332583,-123.34654110000369,48.412516500001146,2021S051259170274,2,1,3,3,3,1,15,4,4,11,0.11723305705742444,1.2867938717473508,0,0,3,0.3900778909501491,1,7,26,0.6287701561609454,2327,9574,38607,1,58.887328944001275,28.575918937118118
N1443,-13733005.246695,6177564.281619,-123.36568509999697,48.42327770000131,2021S051259170811,1,3,5,4,2,5,16,3,3,11,0.19892213605406847,0.5970552181978683,0,1,4,0.029106500478748788,11,21,40,0.20319379399830104,3443,21085,58128,1,97.40282517223994,30.697095514850687
N1444,-13735396.623129,6179030.551428,-123.38716720000443,48.43201800000069,2021S051259170376,2,3,5,4,2,3,21,5,4,10,0.15044316839037508,1.0472935463048934,0,0,4,0.40671909219082086,3,6,19,0.47826997587677433,4394,10189,32936,2,68.436625529515,56.149934969162906
N1445,-13732873.667057,6178734.854717,-123.36450309999802,48.430255500001365,2021S051259170807,5,1,5,1,1,5,19,5,3,9,0.049047930552707696,1.0183524389355683,0,0,5,0.13788936023420195,5,23,43,0.04886794936344005,4562,16288,61119,4,112.3633898228781,55.85288210741693
N1446,-13733164.645074,6178728.34531,-123.36711699999817,48.43021669999867,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.16600458241415705,1.1265477954799692,0,0,5,0.04164078245708851,3,18,40,0.1681658128662152,3026,16653,62466,4,109.1802909610402,36.073350237903576
N1447,-13732198.814908,6177417.388377,-123.35844079999835,48.42240200000293,2021S051259170282,3,4,5,4,1,3,14,1,3,10,0.09266014277831826,0.05353718398637937,1,2,4,0.1376801023205014,10,23,42,0.19497160227426616,9571,20943,59942,2,101.22254380644544,33.71381299999754
N1448,-13732068.771479,6177395.380608,-123.35727259999965,48.42227079999739,2021S051259170281,3,4,5,3,3,4,14,1,2,10,0.1060203861684521,0.03774129298141511,1,2,4,0.15765603892108615,10,23,40,0.10733859885261961,10098,21044,60170,1,102.17747346499681,32.80499753615507
N1449,-13733576.427003,6178414.104588,-123.37081610000362,48.42834360000287,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.4206158812870586,1.1811730428130098,0,0,4,0.21860980193818225,4,19,39,0.4256026652585497,2814,12544,58147,2,93.58310653803446,22.16625076577083
N1450,-13733528.637545,6178379.713455,-123.37038679999822,48.42813860000219,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.4259698815169791,1.1420868007976963,0,0,4,0.18042331397726633,7,20,39,0.4308231300085723,2337,13615,60669,2,93.58310653803446,21.927124556876223
N1451,-13733485.478979,6178340.759373,-123.36999910000341,48.42790639999918,2021S051259170811,1,3,5,4,2,5,16,3,3,11,0.4133646866621547,1.103780608504233,0,0,4,0.14223201367972027,7,19,39,0.4246006534047417,2337,13615,61093,5,93.90141642421825,19.73966769414637
N1452,-13733443.099648,6178166.978023,-123.36961839999574,48.4268705000018,2021S051259170811,1,3,5,4,2,5,16,3,3,11,0.29852202063756145,1.017701777042886,0,0,4,0.061086338387295464,9,18,39,0.4115020902815549,1453,15250,57947,2,91.67324722093171,25.157712349842242
N1453,-13733464.328275,6177943.595596,-123.36980909999669,48.42553890000291,2021S051259170811,1,3,5,4,2,5,16,3,3,11,0.1987985846265766,0.9640076079025085,0,1,4,0.04352704290361236,7,18,37,0.4850909966367027,1453,16204,55783,2,92.94648676566688,30.704538607697927
N1454,-13732449.528665,6179605.381629,-123.36069299999687,48.435444100001384,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.014684108183035576,0.7211165310850097,0,1,4,0.3768302638603233,2,10,41,0.4486024722097273,4456,14117,59238,3,104.08733278209955,79.28515073464847
N1455,-13732399.668665,6179601.304444,-123.36024509999619,48.43541979999787,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.04654986959755578,0.6890435631537741,0,1,4,0.3664183261017066,2,10,40,0.44344193270631554,4456,14634,58517,2,105.36057232683471,75.60676794939165
N1456,-13731989.478606,6179566.807851,-123.35656030000229,48.43521419999982,2021S051259170145,3,3,5,2,3,4,17,3,4,11,0.12906384869074938,0.43161798931031536,1,1,4,0.3936019926532605,1,9,45,0.3915754845492545,5502,16890,62942,3,108.22536130248884,42.058743153205
N1457,-13733256.97346,6181278.131352,-123.36794640000119,48.44541270000047,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.21906663139901197,0.5483196030688845,0,1,3,0.14538221489333955,2,3,16,0.3197202194468921,2720,10512,38903,2,80.21409131831525,39.47922722095022
N1458,-13733204.408396,6181287.31102,-123.36747419999716,48.44546740000072,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.18781806859917385,0.5129066813954372,0,1,3,0.17292677191611772,2,3,16,0.3296451260380709,3303,11960,38568,2,79.57747154594767,41.61016898737178
N1459,-13732151.916007,6179580.465532,-123.35801950000257,48.43529559999835,2021S051259170147,4,4,5,4,3,4,24,3,4,11,0.08212846584558921,0.5316412419140712,0,1,4,0.35895817100780947,1,11,45,0.3906306527729603,5299,16890,60639,4,107.58874153012125,80.74606544547504
N1460,-13736192.947106,6178990.302518,-123.39432070000092,48.43177810000045,2021S051259170378,4,3,5,4,2,4,21,2,4,11,0.3140515074857606,0.518944137280303,0,2,4,0.6737051258261058,0,3,10,0.2945775793205482,2551,6868,22237,1,52.839441106509256,46.21018612563056
N1461,-13732306.705759,6180407.920228,-123.35941000000305,48.44022700000158,2021S051259170152,4,4,3,3,4,4,21,1,4,12,0.10074572151645002,0.6539093576975064,0,2,3,0.20224465384633553,2,3,41,0.24940554607135235,4495,13817,49133,3,100.58592403407786,65.42074594169067
N1462,-13729031.17427,6178686.839572,-123.32998540000122,48.429969300000295,2021S051259170179,3,2,4,3,1,4,17,2,1,10,0.14886264903413016,1.0784272531824117,0,0,5,0.052664035015023855,6,14,29,0.5768824667099904,4512,13936,38978,2,70.98310461898532,38.50134486228415
N1463,-13732874.012148,6176997.271234,-123.36450620000322,48.41989739999942,2021S051259170611,4,4,5,3,1,3,22,3,3,9,0.2619126298203626,0.560583385611785,0,1,4,0.40926864260633683,2,22,37,0.2631810247177842,4799,19836,51449,2,91.99155710711551,55.617135829885044
N1464,-13732731.333956,6178880.311051,-123.36322449999739,48.43112249999849,2021S051259170807,5,1,5,1,1,5,19,5,3,9,0.09817512169012996,0.899282262837858,0,1,5,0.24306711807076412,2,24,43,0.09718672303908295,4562,17611,63306,2,114.59155902616465,51.49678890395602
N1465,-13732877.429656,6178876.972406,-123.36453689999993,48.43110259999827,2021S051259170807,5,1,5,1,1,5,19,5,3,9,0.047375517460351124,0.9937352517010172,0,1,5,0.23152068376170243,2,24,43,0.04818853215425417,4562,15795,62367,4,111.72677005051052,56.008366918780816
N1466,-13732250.789978,6178445.945867,-123.35890769999608,48.42853339999757,2021S051259170161,5,4,5,1,4,5,20,1,3,11,0.10573920791354972,0.7075285833448707,0,2,4,0.22881871389980427,7,25,44,0.24058637837141045,8549,21166,63495,1,111.40846016432674,61.858380863590114
N1467,-13732386.421646,6177409.722555,-123.36012609999985,48.42235630000296,2021S051259170282,3,4,5,4,1,3,14,1,3,10,0.11269862991856686,0.17465631988431984,1,1,4,0.14098050292053443,13,23,45,0.2421005863722072,8505,21892,60326,1,104.40564266828335,32.35889863575888
N1468,-13731958.387072,6178067.179908,-123.3562810000003,48.42627559999801,2021S051259170164,5,4,5,4,2,4,23,3,3,11,0.14303356839570536,0.46491928894174195,1,3,3,0.1888434384192956,12,25,45,0.1441147206357365,7962,22775,65042,4,103.45071300973197,71.25222596292818
N1469,-13728579.272797,6177011.729925,-123.32592590000009,48.4199836000024,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.17886095760012166,0.26092196085776276,1,1,2,0.7240965049161181,0,5,16,0.5556687022368588,1219,8837,25758,2,57.932399285449904,22.022969952681564
N1470,-13729115.921798,6175605.242269,-123.33074669999816,48.41159770000162,2021S051259170203,2,4,1,4,3,2,20,3,5,11,0.25402976602814287,0.9694053527708775,0,1,2,0.26619941653039625,1,3,16,0.4737432985647791,2537,5461,22997,1,36.60563691113593,46.14246529452946
N1471,-13729123.057378,6175872.537407,-123.33081080000392,48.41319150000227,2021S051259170203,2,4,1,4,3,2,20,3,5,11,0.20560705147493452,0.7939501185700666,0,1,2,0.20385647316684727,1,3,16,0.35107823942015354,3006,5978,24576,1,45.200003838098276,49.663471687816454
N1472,-13732497.718873,6177853.496094,-123.36112590000077,48.425001799998796,2021S051259170815,5,1,5,5,1,4,19,4,1,7,0.10386208889787604,0.3969227870189511,1,1,4,0.08168982039359511,14,23,43,0.1041423553910875,7572,21079,63422,2,105.36057232683471,51.017567213589544
N1473,-13733855.58289,6179867.533579,-123.37332380000305,48.43700649999887,2021S051259170383,2,3,5,3,3,3,15,3,2,11,0.09337504528799624,1.377744630880579,0,0,3,0.6850065267245175,0,8,33,0.09815109711983319,1712,10209,50635,2,109.1802909610402,34.55440231590997
N1474,-13731856.218043,6176679.286883,-123.35536319999714,48.41800160000225,2021S051259170285,4,4,5,5,4,3,18,2,3,12,0.11963272658374335,0.5009771086557554,0,2,5,0.26496364328037414,3,14,39,0.451033557950589,7135,19199,53030,4,79.57747154594767,50.58301226079228
N1475,-13730540.822412,6175729.866033,-123.34354679999723,48.41234080000033,2021S051259170273,2,2,1,2,3,1,15,4,2,9,0.25210647735142816,1.3239152903950793,0,0,3,0.3640161223550084,2,6,24,0.4441049235714534,1931,9001,36883,2,53.47606087887684,22.967627102512562
N1476,-13733988.164403,6179542.093208,-123.37451479999825,48.43506689999835,2021S051259170383,2,3,5,3,3,3,15,3,2,11,0.3096219399089533,1.5975209629906526,0,0,4,0.4905976169562856,2,8,36,0.31324136277731723,1126,9623,51795,4,116.50141834326739,21.99254785951482
N1477,-13734143.499621,6180644.909163,-123.37591020000318,48.44163930000105,2021S051259170386,3,2,5,4,1,4,22,5,3,7,0.35554726515487944,1.2344596597911983,0,0,3,0.5861563355578087,0,4,18,0.3547673564336195,2886,10290,40325,2,92.62817687948309,44.242237900008064
N1478,-13732998.856957,6176760.601723,-123.3656277000039,48.418486400000624,2021S051259170297,5,3,5,2,1,5,20,3,3,8,0.2524546754911333,0.7135321724405678,0,1,4,0.5517953836543127,0,22,34,0.3202758959916826,4912,19360,47991,4,84.03380995252074,47.806246618602565
N1479,-13733005.469334,6176699.179427,-123.36568709999715,48.41812020000237,2021S051259170297,5,3,5,2,1,5,20,3,3,8,0.21603942747236177,0.7413740668409439,0,1,4,0.5922746001667533,0,18,33,0.3319175488913576,4912,18289,46961,2,82.123950635418,50.48124978638789
N1480,-13733025.918725,6176850.790315,-123.36587080000201,48.419024100001515,2021S051259170297,5,3,5,2,1,5,20,3,3,8,0.29792054466079537,0.6959923398625615,0,1,4,0.49145955502233174,1,22,35,0.3366421993923211,4185,21335,48612,2,84.35211983870452,44.67709882664629
N1481,-13733344.748878,6175432.137163,-123.3687348999968,48.41056549999857,2021S051259170555,4,1,5,3,5,3,16,2,5,10,0.13342865686505467,1.077486392086343,0,0,2,0.7037371264956737,0,2,23,0.44463408633159507,3526,9739,31729,3,46.15493349664965,34.44099708683425
N1482,-13733381.005637,6175281.222297,-123.3690606000044,48.409665600000565,2021S051259170554,4,1,5,3,3,4,16,2,3,7,0.19862547734209338,1.128707815980026,0,0,2,0.7747669916570102,0,1,22,0.5472734259727288,1665,8207,28477,3,39.470425886790046,30.30914414070039
N1483,-13733011.079837,6176662.480571,-123.36573750000309,48.41790140000297,2021S051259170297,5,3,5,2,1,5,20,3,3,8,0.19444321411875448,0.7594317568104854,0,1,3,0.616455420996076,0,18,32,0.34208761097247564,3409,18289,46961,2,82.44226052160178,52.14472045923859
N1484,-13733345.439059,6175327.658646,-123.36874109999819,48.409942500000284,2021S051259170555,4,1,5,3,5,3,16,2,5,10,0.1918683719922297,1.1238529592368214,0,0,2,0.7607640707016469,0,2,23,0.5131921193163811,2335,9228,30415,3,41.38028520389279,30.716379072223976
N1485,-13731535.885077,6181466.408823,-123.35248560000349,48.446534599998216,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.1394339888007472,0.6020612814230423,0,2,5,0.9973388445126459,0,1,16,0.3450386944047059,4198,13058,34405,1,59.84225860255265,40.017341698297656
N1486,-13733204.83141,6180102.561066,-123.36747799999658,48.43840719999992,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.18582593157827998,0.9910064904119507,0,1,4,0.2862929449762881,1,4,37,0.1868026038842553,3136,10789,57609,4,104.72395255446713,69.6438300071175
N1487,-13729397.348603,6181595.884514,-123.33327480000108,48.44730610000279,2021S051259170229,1,4,3,3,4,4,18,4,2,10,0.2732389325270987,0.5499228855653381,0,1,2,0.086574969955852,4,6,13,0.6356330518314085,1045,4947,22301,2,30.876058959827695,36.0328815511463
N1488,-13735501.564012,6178777.082096,-123.38810989999571,48.430507200000406,2021S051259170820,4,3,5,4,1,3,19,2,4,9,0.13075948329280782,0.9922737849990153,0,1,4,0.5395666317745218,0,6,17,0.48164694074558895,4096,10189,31360,2,65.89014644004467,51.827604351075976
N1489,-13735512.22842,6178778.709456,-123.38820570000274,48.43051689999757,2021S051259170820,4,3,5,4,1,3,19,2,4,9,0.13511075045628487,0.9851072295628328,0,1,4,0.5452477224097796,0,6,17,0.47528313399938094,4096,10189,31360,2,65.89014644004467,51.46976353576977
N1490,-13736128.459725,6179174.737703,-123.39374140000108,48.43287740000019,2021S051259170371,2,2,5,2,2,2,18,4,3,9,0.2004413831214529,0.5686879666032977,0,2,3,0.5661798118413652,0,6,10,0.41867334303836207,4026,8598,24388,3,57.932399285449904,37.8995064132629
N1491,-13733106.669883,6181780.107561,-123.36659619999642,48.4484038000029,2021S051259170126,2,2,5,3,2,2,15,4,1,9,0.3476561444760758,0.5147710698275806,0,2,2,0.3555805776192816,2,2,6,0.10219614088945093,4040,8123,31291,1,49.01972247230376,18.395273854687293
N1492,-13733026.030044,6181337.942017,-123.36587179999759,48.445769100000284,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.11522320999494229,0.39151310210181123,1,1,3,0.28678171184406365,2,4,19,0.31523767320783963,3541,11368,37976,1,79.25916165976388,47.021611409793564
N1493,-13731569.080549,6178148.877051,-123.35278380000209,48.42676260000069,2021S051259170167,4,4,5,1,2,4,23,5,4,9,0.16142136298872667,0.5543105745876841,0,3,4,0.16525389071131003,6,19,43,0.23955143137490417,6888,23716,64197,2,99.31268448934269,68.21029183409529
N1494,-13732021.694466,6178220.140413,-123.35684969999657,48.42718739999843,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.14281579170320893,0.5571598136648335,0,3,3,0.2197177030741227,12,25,44,0.14290713735124352,6823,23024,65159,2,109.1802909610402,44.4581370838435
N1495,-13731997.682852,6178215.62772,-123.35663399999805,48.42716049999796,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.13651659067686217,0.5563896381048554,0,3,3,0.23393625416723896,11,25,45,0.13650403815364248,6823,23024,65159,2,106.31550198538609,44.934686225719865
N1496,-13732124.887634,6178236.916244,-123.35777669999688,48.42728739999809,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.18524522827184334,0.5640516127803978,0,3,4,0.16205801954693014,11,25,43,0.1856530049449645,7017,22264,65213,2,110.45353050577536,41.380219032747576
N1497,-13732034.885826,6178222.572907,-123.35696819999963,48.42720190000167,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.14695017786135553,0.5577528958202992,0,3,3,0.21201889499746773,12,25,44,0.14709399816084726,6823,23024,65159,2,109.1802909610402,44.14820646145456
N1498,-13732064.296436,6177415.006435,-123.35723240000442,48.4223877999973,2021S051259170281,3,4,5,3,3,4,14,1,2,10,0.10640428305923895,0.04461921887489576,1,2,4,0.14580086857838045,11,23,40,0.10776514501179396,10098,20430,60170,1,101.85916357881302,32.77920778295636
N1499,-13731742.983857,6177361.379389,-123.35434599999745,48.42206809999753,2021S051259170279,3,4,3,3,4,4,21,1,2,11,0.11044315420618835,0.25422579308467735,1,2,5,0.11870416623837514,8,19,45,0.11123010615643537,7889,21249,61879,2,96.76620539987236,63.17266302654526
N1500,-13728331.24184,6177067.602427,-123.323697800004,48.4203167000027,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.3235439330228613,0.42378949597914656,1,1,3,0.7053004330079874,0,2,16,0.5941518475564217,1219,6923,23444,2,50.61127190322272,15.07656539338159
N1501,-13731572.208626,6178213.312659,-123.35281189999588,48.42714669999717,2021S051259170167,4,4,5,1,2,4,23,5,4,9,0.1271554398941803,0.5799751822267011,0,3,4,0.20799911920155764,8,20,43,0.2438841394436081,6888,23716,63559,2,98.35775483079132,71.54619144476484
N1502,-13731349.936999,6178113.346247,-123.3508151999983,48.426550800001834,2021S051259170166,4,3,5,3,2,4,22,5,3,12,0.09662755188354745,0.42270558731970526,1,3,4,0.1974890060739686,3,20,47,0.3475897215168962,6351,20687,62609,2,94.85634608276962,68.04020625384429
N1503,-13731881.44304,6178238.006674,-123.35558980000062,48.42729389999713,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.10332741849877755,0.5874618897332546,0,3,3,0.31081722517618016,11,24,44,0.1027607286743971,7350,22153,63657,2,102.81409323736439,47.53538747247792
N1504,-13731883.21302,6178197.543421,-123.35560570000148,48.42705269999995,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.12999964512906173,0.5613978368433078,0,3,3,0.2879511554813873,11,24,44,0.12945274273548424,7073,21752,64198,2,102.4957833511806,45.433299965525144
N1505,-13731699.903214,6178169.007884,-123.35395899999689,48.42688260000093,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.1968241053589404,0.5908738426468156,0,3,4,0.20204347406147244,9,21,43,0.1958988974723596,6025,23252,62861,2,101.54085369262923,40.578167751518116
N1506,-13731942.501781,6178186.437868,-123.35613830000331,48.426986499997355,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.1409112546581709,0.5442501125857668,0,3,3,0.2605963065593082,11,25,45,0.14061334800604328,7350,22755,63884,3,104.72395255446713,44.60166473039885
N1507,-13731896.716074,6178199.707496,-123.35572699999938,48.42706560000224,2021S051259170162,4,4,5,4,1,4,17,3,3,11,0.1283842318569482,0.5602785806222043,0,3,3,0.28403174657434826,11,24,44,0.1278943719140252,7350,22153,64198,2,102.81409323736439,45.557786554578016
N1508,-13728485.241223,6177000.961385,-123.32508119999896,48.41991940000123,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.2374841942332974,0.32382340595380027,1,1,2,0.7459886474001988,0,3,16,0.5607005383934898,1219,7102,23444,2,53.47606087887684,19.012660550398508
N1509,-13731350.783027,6182088.648547,-123.35082279999713,48.45024220000292,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.2800660641994472,0.7447237356859211,0,2,5,1.1576479228351158,0,0,12,0.1570628847590508,3037,8395,27048,1,36.92394679731972,19.65899576183008
N1510,-13732741.374974,6179629.140075,-123.36331469999676,48.43558569999719,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.18196722054351983,0.910510040141157,0,1,4,0.3190301850838609,2,7,39,0.3267411902154229,2647,14660,60186,2,103.76902289591577,62.1873907260722
N1511,-13732689.199529,6179625.029323,-123.36284599999976,48.435561200002745,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.14723183800641837,0.8765110460155008,0,1,4,0.3259227708542903,2,9,38,0.34356813312791834,2647,15243,60964,4,104.08733278209955,65.32745740509397
N1512,-13732623.621217,6179625.851473,-123.3622569,48.43556610000019,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.10429166116903481,0.8350705290184428,0,1,4,0.3356849158928485,2,9,38,0.3649735871274165,3299,15243,60377,2,103.45071300973197,69.4822777797161
N1513,-13732665.488477,6179623.083008,-123.36263299999561,48.43554960000263,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.13144616887812346,0.8610655294292003,0,1,4,0.3302703427336792,2,9,38,0.352130662731187,2647,15243,60356,5,103.76902289591577,66.81819538467298
N1514,-13732684.713354,6179679.643773,-123.36280570000406,48.43588669999843,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.1533606589147443,0.8848596484827957,0,1,4,0.2909467499722173,2,7,39,0.3132721020745882,2647,14416,60356,2,99.94930426171028,64.75967227547972
N1515,-13732741.163467,6180126.304119,-123.36331279999703,48.43854870000062,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.12504200129934553,0.8584185143466475,0,1,4,0.024455210569389256,2,4,40,0.1242978365890414,4131,12964,54229,2,101.22254380644544,75.64991199513224
N1516,-13732696.724727,6179894.329775,-123.36291360000355,48.43716620000111,2021S051259170149,4,5,5,2,4,4,23,1,4,13,0.14928094025350053,0.9482523181779128,0,1,5,0.15157116172775462,2,5,40,0.19779316142342981,3972,13719,56379,2,101.85916357881302,71.48569652698531
N1517,-13732661.236073,6179678.116913,-123.36259480000055,48.43587760000061,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.13853068197851096,0.8698017721930047,0,1,4,0.29550163887012026,2,8,38,0.3223228416885074,3299,15243,60356,2,100.58592403407786,66.14404811421576
N1518,-13732719.567486,6180136.824913,-123.36311879999896,48.43861139999822,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.14055514229653251,0.8483730294805734,0,1,4,0.04040542752499232,2,3,40,0.13983897420587427,4131,13444,54229,2,100.90423392026165,74.05621088771409
N1519,-13732668.560895,6179571.052804,-123.36266059999612,48.43523950000198,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.13327550809669148,0.8535558138680069,0,1,4,0.36358737516307826,2,10,38,0.38167505558160075,2647,15243,60396,2,105.36057232683471,66.64331211932807
N1520,-13732729.152094,6180189.345182,-123.36320489999754,48.43892440000218,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.14663175450085977,0.8159521768627154,0,1,4,0.06064327624086425,2,3,40,0.1461834457496369,4131,13547,54229,4,102.17747346499681,73.44370054335579
N1521,-13732664.041324,6180201.292329,-123.36261999999905,48.4389955999977,2021S051259170149,4,5,5,2,4,4,23,1,4,13,0.17140744665585284,0.799040591077042,0,1,4,0.09500177125418648,2,3,40,0.18863455869327184,4131,14579,54097,2,101.85916357881302,69.35111478115375
N1522,-13732739.571599,6180241.513398,-123.3632985000035,48.43923530000052,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.1598850663806859,0.7841533602637243,0,1,4,0.0903222758966854,2,3,40,0.15969392593182122,3684,12877,54229,2,102.4957833511806,72.13005664135747
